"","Doc.id","text"
"11",11,"Samsung Galaxy J7 Price in India, Specifications and Features
Home » Android » Samsung Galaxy J7 Price in India, Specifications and Features
Posted By Mayank on Sep 2, 2015 at 9:57 am in Android , News , Samsung
Last month Samsung launched a new mid range device called Samsung Galaxy J7. The smartphone is launched in India for Rs. 14,999. It is available exclusively on online retailer Flipkart.
Samsung Galaxy J7 Price in India:
Samsung Galaxy J7 Price in India is Rs. 14,999. It is launched exclusively on online retailer Flipkart. But the device is also available across major offline stores. It is available on offline retail stores for around Rs. 17,000. It comes in White, Gold and Black colors.
Samsung Galaxy J7 SM-J700 features:
Samsung Galaxy J7 SM-J700 features a 5.5 inch HD ( 720×1280 pixels) Super AMOLED Display. It is powered by a 1.5 GHz Octa core Exynos 7480 Processor with 1.5GB RAM. For graphics, it comes with a Mali T720MP2 GPU.
Galaxy J7 smartphone comes with a 13 Megapixel Autofocus rear camera with LED Flash. For selfies, it comes with a 5 Megapixel front camera with a LED flash. It comes with 16 GB on-board storage which can be further expanded up to 128GB using MicroSD Card.
Its connectivity options include 4G, LTE, 3G, HSPA+, GPRS/EDGE, Wi-Fi 802.11 a/b/g/n, GPS/AGPS, NFC, GLONASS, Bluetooth and Micro-USB. It packs a 3,000 mAh battery which offers 354 hours of standby time.
Samsung Galaxy J7 runs on Android 5.1 Lollipop. It is dual sim device with dual standby support.
Samsung Galaxy J7 SM-J700F Key Specifications:
5.5 inch HD Screen
1.5 GHz Octa core processor
1.5 GB RAM
13 Megapixel rear camera with LED flash
5 Megapixel front camera
16 GB internal storage, can be expanded upto 128GB
Android 5.1 Lollipop
"
"12",12,"Samsung Galaxy J7 News: Specs and Price Details
0
By Dondi Tiples , Christian Post Contributor
September 24, 2015|9:12 am
@aatechnology_in/Twitter
Samsung Galaxy J7 Review Better Than Moto G 3rd Gen. AllAboutTechnologies Twitter image. Sept. 11, 2015.
Samsung announced its Galaxy J7 smartphone back in June and released it in China on the same month. It was made available in India in July.
The Samsung Galaxy J7, which has been in the market since June, has offered users mid-range specs for a relatively low price, considering the handset comes from a popular brand known for manufacturing premiere smartphones.
The Galaxy J7, which began shipping out in July 24, is a 5.5-inch handset with a 720 x 1280 resolution Super AMOLED capacitive touchscreen over a 1.5GHz Exynos 7580 chipset and an Adreno 405 GPU, both of which are supported by 1.5GB of RAM and 16GB of onboard storage, expandable up to 128GB via a microSD slot.
The Galaxy J7 runs on Android 5.1 Lollipop, and features a 13MP primary camera with a LED flash and autofocus that supports face detection, touch focus, geo-tagging, and panorama shots, as well as a 5MP secondary front camera, also with a LED flash.
Supported with Wi-Fi, Wi-Fi direct, and hotspot capabilities, it also has Bluetooth, GPS, 4G LTE, 3G, and NFC, and is juiced by a 3,000mAh battery.
Measuring 152.4mm x 78.6mm x 7.50mm, the Galaxy J7 weighs 171g, and comes in white, black and gold variants.
The phone boasts of an Ultra Power Saving Mode which helps to cut down on its battery's power consumption by automatically shutting down the handset's unnecessary functions when not in use. It also features a Smart Manager that helps users check their memory and battery status, delete unused files, and run their phone through antivirus checks.
It has also been noted that the Samsung Galaxy J7 units launched in China differs slightly from the units released in India a month later. The Chinese units feature TFT displays, while the Indian units carry Super AMOLED touchscreens.
In China the J7 smartphones run on Qualcomm Snapdragon 615 chipsets, compared to the Exynos 7580 processors in the J7 Indian units.
The phone retails at Rs. 14,999 ($227) in India.
 
"
"13",13,"Posted By: Arash Fekri Posted date:
September 03, 2015
In: Technology
Page 1 of 21 2 »
Samsung launched two mid-range smartphones in June, the Galaxy J7 and the Galaxy J5, to warm consumer reception, and actually signal the Korean tech giant's response to the heavy hitters in the global mid-range handset currently dominated by Motorola, Sony, Xiaomi, among other players.
Although it is affordably priced just like the other mid-range smartphones including the Xiaomi Mi 4i, the Motorola Moto G 2nd Generation, the Sony Xperia E 4G, among several others, Samsung has evidently raised the bar in the market with the superb specifications and features of its Galaxy J series smartphones, notes Gadgets NDTV.
The mid-range smartphones both run on Android 5.1.1 Lollipop out of the box and both came out on its home market in South Korea followed by its biggest market in China in June, before making it to India in July and other Asian markets.
Just like the Samsung Galaxy S6 and the Samsung Galaxy S6 Edge, Samsung launched the Samsung Galaxy J7 and the Samsung Galaxy J5 to validate its reputation for simultaneously launching products that are almost similarly priced and features.
Stirring up a storm
However, the Samsung Galaxy J7 is the more top-of-the-line variant between the two mid-range handsets and reports have it that when it was launched in June, it has stirred a storm in the mid-range market segment.
The Galaxy J7 is larger than the Galaxy J5 with its 5.5-inch screen compared to the latter's 5-inch display screen. However, both have the same 720 x 1280-pixel resolution
In terms of power under the hood, the Galaxy J7 is powered by a Qualcomm Snapdragon 610 chipset while the Galaxy J5 features the slightly inferior Qualcomm Snapdragon 410 processor. The Snapdragon 610 is an octa-core processor while the Snapdragon 410 is only quad-core.
However, the version of the Samsung Galaxy J7 that came out in India is powered by a 1.5GHz octa-core Exynos 7480 processor with 1.5GB of RAM. It also comes with a Mali T720MP2 GPU to ensure great graphics, notes MakTech Blog.
The Samsung Galaxy J7 comes with a 16GB built-in storage that is expandable up to 128GB using microSD card.
The versions of the Samsung Galaxy J7 and the Galaxy J5 that came out in India were running on Android 5.1 Lollipop and not on the much later Android 5.1.1 Lollipop.
Similarities and differences
The smartphones also have similar cameras. Both smartphones feature a 13-megapixel rear-facing camera that comes with a range of functionalities including face detection, autofocus, and LED flash.
In terms of memory, both the Galaxy J7 and the Galaxy J5 feature internal memory and an external memory card. While the high-end variants of the Samsung smartphones have started doing away with the external memory card support altogether, but these features have been maintained with both midrange handsets.
The Galaxy J5 is also lighter than the Galaxy J7 as it weighs only 145 grams compared to the latter which weighs 171 grams. The weight difference is attributed basically to the battery that each device is using.
When the two midrange handsets came out in the Indian retail market, the Samsung Galaxy J7 came with a retail price of $230.45 while the Samsung Galaxy J5 is worth $184.36.
Both the Samsung Galaxy J7 and the Samsung Galaxy J5 are being positioned by the Korean tech giant as an affordable device for gamers as they can potentially deliver smooth online gaming experience using 4G LTE connectivity.
Samsung has partnered with Airtel 4G so that both the Galaxy J7 and the Galaxy J5 would receive double Airtel 4G LTE data along with unlimited music downloads through the Wynk Music app.
Page 1 of 21 2 »
"
"14",14,"8:28 pm on Jul 27, 2015
Ask TIA: How Samsung Galaxy J5 differs from Samsung Galaxy J7?
About author: Online Marketing professional by profession, Female by Gender, Creative by Nature, Engineer by Education, Music Lover by Passion, Freelancer by choice.
You can create a community post just like Pooja, just click here !
Renowned smartphone manufacturer Samsung has launched two selfie-focused phones in the budget segment, Galaxy J5 and Galaxy J7. Both smartphones pack a nice set of specs, and look like a decent buy under 15k. Both phones were launched first in china, and now they have hit the Indian market with slight tweaks in specs and prices.
But, what's the real difference between Galaxy J5 and Galaxy J7? We already know, they'll be offering great camera performance with sharp front-facing snappers. But if you're eager to know the main differences between the latest beauties from Samsung, have a look on our detailed comparison given below!
Design and Build
Samsung Galaxy J5 and Galaxy J7 can be described as two ideally crafted beauties in the budget segment. Both phones flaunt a decent design language, and highlight typical Samsung look from angles.There is a dedicated home button at the bottom of front panel, while volume rockers and power buttons are also positioned with complete symmetry to give a comfortable feel in hand.
Samsung Galaxy J5
Moreover, Galaxy J5 weighs around 149 grams and measures 8.5 mm in thickness, while its elder sibling Galaxy J7 weighs 169 grams, but is 0.6 mm thinner than J5. It merely 7.9 mm thick, and features a beautiful design language from all angles.
Display Quality
The display equipped with Galaxy J5 and J7 feature a clear line of difference. Both devices undoubtedly pack a brilliant viewing experience with their TFT capacitive touchscreens. But, Galaxy J5 sports a 5-inch HD sAMOLED display, while the other one comes with a bigger 5.5-inch sAMOLED display with the same resolution. The pixel density of J5 is 294 ppi, and is slightly higher than J7 coming with 267ppi, but either way, you'll surely get a great visual experience with both of these phones.
Hardware
Under the hood, Galaxy J5 and J7 pack decent hardware support to deliver extremely smooth and glitch-free performance. On one hand, Galaxy J5 powers up by a quad-core Snapdragon 410 chip clocked 1.2 Ghz, while on the other, its elder sibling powers up by a faster octa-core Exynos 7580 processor clocked at 1.5GHz. The RAM equipped with both devices is 1.5GB, and serves well enough to offer buttery smooth performance while switching frequently between apps or playing demanding games like Ashphalt 8 or NOVA 3.
Software
Along with hardware, Galaxy J5 and J7 are core-performers in the software department too. Both devices run the latest Android 5.1 Lollipop out-of-the box, and feature the improved avatar of Samsung's own TouchWiz interface on the top. The interface of both smartphones performs smoothly and comes with Easy Mode, Ultra-Power Saving Mode, and usage in 14 regional languages.
Camera Capabilities
The camera capabilities packed with Galaxy J5 and J7 are completely identical. Both smartphones ship with an improved 13-megapixel rear and 5-megapixel front-facing shooter for producing top-of-the line images under broad day-light and low-light conditions. The rear camera of J5 and J7 is complimented by LED flash, f/1.9 aperture and auto-focus capabilities, while front-facing snapper is enriched by an 85-degree wide-angle lens, capable of producing excellent group selfies with minimal issues. Both phones can also capture full HD (1080p) videos at 30 frames per second.
Storage
In terms of storage, Galaxy J5 and J7 pack sufficient amount of room to keep a massive selection of app and media files. Both devices are equipped with 16GB of internal memory, and offer expandability by up to 128 gigs via external micro SD card. Whether you're a big music lover or gamer, you can comfortably keep a rich selection of files in your J5 or J7, and can further expand their capacity without no trouble at all!
Connectivity Options
On the connectivity front, the new Galaxy J5 and Galaxy J7 pack standard support with a rich set of options like, 4G LTE, 3G, GPRS/EDGE, Wi-Fi, Bluetooth v4.1, GPS/A-GPS, NFC, and micro USB 2.0. Both devices are equipped with a 3.5 mm audio jack, and deliver lightning fast download and upload speeds up to 150Mbps and 50Mbps. Whether you're 4G or Wi-Fi, the browsing experience on these phones is sure to be a real treat.
Battery Performance
In terms of battery performance, Galaxy J5 and J7 totally stand out by holding sufficient amount of charge throughout the day. Both devices are real performers, and can easily cater your needs without any trouble. Galaxy J5 houses a long-lasting battery of 2600mAh, while its elder sibling comes with a bigger battery of 3000mAh.Whether you're at home, at work, or on-the move, both Samsung phones will serve as an ideal power house without useless drainage.
Price
Last month, Galaxy J5 and Galaxy J7 were launched in Chinese market, and were priced at CNY 1,398 (roughly Rs. 14,300) and CNY 1,798 (roughly Rs. 18,400) respectively. But, here in India, Samsung brought these selfie-focused phones with some small tweaks at a very competitive price tag of Rs. 11,999 and 14,999. The sale of these phones will be commencing from July 24 exclusively via Flipkart, while its pre-booking window will be open from 16th July to 23rd July. Customers can also opt for Samsung flip covers costing Rs. 999 at a discounted price of Rs. 199.
Samsung Galaxy J7
The Korean Tech giant is also offering a number of freebies with its new smartphones. The company has partnered with Airtel to provide launch offers to 4G users, including the double data and unlimited music download of INR 594 through Wynk Music app for a period up to 6 months.
Conclusion
Considering the entire package of specs and pricing, Samsung Galaxy J5 and Galaxy J7 can be described as decent players in the budget segment. Both of these phones pack a great set of specs, and produce quality images under broad day-light and low-light conditions. They'll compete with players like Mi4i, Xolo Black, and ZenFone 2, and will feature an improved ecosystem for Samsung enthusiasts. Undoubtedly, both 4G enabled mid-range smartphones will be a big hit in the Indian market.
 
"
"15",15,"Samsung Galaxy J7 with 5.5 inch screen launched in India for Rs. 14,999
Home » Android » Samsung Galaxy J7 with 5.5 inch screen launched in India for Rs. 14,999
Posted By Mayank on Aug 2, 2015 at 1:51 am in Android , News , Samsung
5
Samsung has launched Samsung Galaxy J7 in India. The smartphone is exclusively launched in India on Flipkart for Rs. 14,999. It is third smartphone in Galaxy J Series.
Samsung Galaxy J7 SM-J700 features a 5.5 inch HD ( 720×1280 pixels) Super AMOLED Display. It is powered by a 1.5 GHz Octa core Exynos 7480 Processor with 1.5GB RAM. For graphics, it comes with a Mali T720MP2 GPU.
Galaxy J7 smartphone comes with a 13 Megapixel Autofocus rear camera with LED Flash. For selfies, it comes with a 5 Megapixel front camera with a LED flash. It comes with 16 GB on-board storage which can be further expanded up to 128GB using MicroSD Card.
Its connectivity options include 4G, LTE, 3G, HSPA+, GPRS/EDGE, Wi-Fi 802.11 a/b/g/n, GPS/AGPS, NFC, GLONASS, Bluetooth and Micro-USB. It packs a 3,000 mAh battery which offers 354 hours of standby time.
Samsung Galaxy J7 runs on Android 5.1 Lollipop. It is dual sim device with dual standby support.
Samsung Galaxy J7 SM-J700F Key Specifications:
5.5 inch HD Screen
1.5 GHz Octa core processor
1.5 GB RAM
13 Megapixel rear camera with LED flash
5 Megapixel front camera
16 GB internal storage, can be expanded upto 128GB
Android 5.1 Lollipop
Samsung Galaxy J7 price in India is Rs. 14,999. It comes in White, Gold and Black colors.
"
"16",16,NA
"17",17,NA
"18",18,"Top 10 trending phones
This week Samsung's Galaxy J series locked out the podium. The J7, J5 and J2 – in that order – make up the Top 3 smartphones by interest over the last 7 days.
That's not a huge surprise, the Galaxy J7 was first last week too and the Galaxy J5 was second. The Galaxy J2 had the top spot a couple of weeks ago, but last week it dropped sharply to 9th only to recover quickly. The J2 went on sale on Flipkart and Amazon India on October 9, which may be behind its sudden jolt of popularity.
The Samsung Galaxy Grand Prime is on the rise again, going from 9th to 5th and now 4th over the last couple of weeks. Some North American carriers have some good deals on it, but it's an old model so we're not sure how it got so popular.
Then there's the Galaxy Note 5, which has been fluctuating lately. There was a promo on eBay for unlocked units a few days ago, but it's mostly holding tight until Samsung's phablet finally launches in Europe.
The Motorola Moto G (3rd gen) is rising up the ranks, perhaps boosted by the confirmation that it will get Android 6.0 Marshmallow (its Moto E sibling will not).
After the initial explosion, Apple iPhone 6s interest has been waning, but it is doing much better than its large sibling, which isn’t even in the Top 20.
The Sony Xperia Z5 was Top 3 last week, shortly after it became available to consumers. Now it's barely holding on and is currently 9th. Guess those James Bond themed promos don't have much staying power.
"
"19",19,"Samsung unveils Galaxy J5, Galaxy J7 4G smartphones in India
Tuesday 21 July 2015 | 11:35 CET  | News
Samsung Electronics India has introduced two 4G-enabled smartphones in the J Series - the Galaxy J5 and Galaxy J7. Samsung has launched the devices online and has also signed an exclusive partnership agreement with Indian online retailer Flipkart to commercialize the devices on the local market. The Galaxy J5 will be available for INR 11,999 and the Galaxy J7 for INR 14,999. Both models can be pre booked on Flipkart until 22 July.
The Galaxy J5 and Galaxy J7 feature 5-inch and 5.5-inch HD Super AMOLED displays, respectively, and include the Sound Alive technology for a holistic entertainment experience. In addition, these new smartphones include features exclusive to Galaxy devices, such as Ultra-Power Saving Mode, Easy Mode and usage in 14 regional languages.
Samsung has also partnered with mobile game publisher Gameloft to provide an exclusive offer for mobile gaming fans. Users of the Galaxy J5 and Galaxy J7 will get free in-game credits of up to INR 3,200 for titles such as Asphalt 8 and Modern Combat 5 among others. The Galaxy J5 and Galaxy J7 are powered by 64-bit Quad-Core and Octa-Core processors respectively along with 1.5 GB of RAM.
The Galaxy J5 measures up to 7.9 mm, whereas the Galaxy J7 measures a discreet 7.5 mm. Both the Galaxy J5 and Galaxy J7 come with anti-smudge anodised CMF coating. The models will be available in white and black colour options. Consumers can also opt for Samsung flip covers worth INR 999 at INR 199 for a limited time period.
Samsung has also partnered with Airtel to provide an introductory offer for 4G users which will include double data offer. Customers will also receive unlimited music download worth INR 594 through Wynk Music app for a period of 6 months.
Free Headlines in your E-mail
Every day we send out a free e-mail with the most important headlines of the last 24 hours.
"
"20",20,"Can Samsung Galaxy S5 Neo topple Sony Xperia M5 as the true affordable flagship of India?
Can Samsung Galaxy S5 Neo topple Sony Xperia M5 as the true affordable flagship of India?
MID-RANGE SMARTPHONES , SAMSUNG , SONY XPERIA
Sony's affordable flagship, the five-inch Xperia M5, may have met its match with the launch of Samsung Galaxy S5 Neo - another 'affordable flagship' from the Korean company.
The Galaxy S5 Neo, which is reportedly being prepped to be released in India at a price of Rs 25,000-30,000 towards the end of this month, could give would-be Xperia M5 buyers second thoughts.
Even atRs 30,000 - the upper end of the indicated price range - the Galaxy Neo is a value for money offering when compared with Xperia M5, which is also a five-incher and is selling for Rs 34,000 in India right now.
Neo's Advantages
One of the key advantages of the S5 Neo over the Xperia M5 is display quality. The Neo comes with a full-HD AMOLED panel, while the M5 has an LCD panel of the same resolution.
While the Samsung model may look slightly plain compared to the M5, it's a different matter when looking at the two with the naked eye and with the screens switched on.
Other advantages of the Neo is a slightly bigger screen (5.1 inch vs 5.0 inch), a more updated operating system (Android 5.1 vs 5.0) and longer battery life. The phone offers a stated battery life of 15 hours on 3G, while the M5 offers only 12 hours. This is partly due to the bigger, 2.8 Ah battery compared to a 2.6 Ah one on the Sony model.
The Korean company has also made some appearance tweaks to the phone (compared with the original S5) keeping user feedback in mind (see picture from http://winfuture.de at the top.)
M5's advantages
However, if you care more about photographic excellence compared to display colors, the M5 manages to outdo the Samsung model.
Sony's cameras are reputed to be better than those of Samsung, and the M5 comes with a 21 MP shooter that can record 4K video, while the Samsung model will have a 16 MP camera which records up to full-HD video. In other words, there is no comparison in the camera department.
The Xperia has certain other advantages as well. For example, it comes with the tried-and-tested MT6795 Helio X10 processor, while the Samsung model comes with a slightly Exynos 7580, which is also found in the Galaxy J7 (priced at just Rs 14,999).
Though Antutu scores of both platforms are largely similar at around 35,000, the M5 does offer 3 GB of RAM instead of the 2 GB found on the S5 Neo.
In addition, the waterproofing on the Sony model is more robust. The M5 comes with IP68 certification, implying that the phone will work in water of up to to 1.5 meters for 30 minutes. The Neo, on the other hand, has IP67 certification, implying water resistance in up to 1 meter of water for 30 minutes.
Onboard storage memory in both phones is 16 GB, and both come with support for MicroSD cards, which sets them apart from certain Chinese models such as Meizu MX5 and OnePlus Two.
Flipkart Exclusive?
However, the Galaxy S5 Neo may yet have one more trump card up its sleeve - pricing. Going by market buzz, the Samsung could price the phone in the Rs 25,000 range if it makes it an online exclusive. At that price, the phone would also take on the OnePlus Two, which is priced at Rs 24,999 for a 32 GB model with no expandable memory.
The original Galaxy S5 was released February 2014 and came with no 3G - a factor which hampered its sales in India. The phone is available in today's market at Rs 22,000.
Sony Xperia Z5 available on eBay India, to hit Amazon, Flipkart next week Sony's flagship Z5 has hit online marketplace eBay at a steep Rs 51,900, but is slated to be available at cheaper prices in the coming week on rival platforms like Amazon and Flipkart.  The Z5 was announced in India a few days ago at a price of Rs 52,990.  However, like all Sony smartphones launched recently, the actual on-the-ground price of the phone i...
Sony Xperia Z5 to be priced below Rs 40k in India, Premium to be a costly affair Sony Xperia Z5 and Z5 Premium -- the latest flagships from the Japanese manufacturer, will be launched in India on Oct 21.  While the Z5 will be priced below the Rs 40,000 mark, the Premium model will be among the most expensive phones ever launched in India and is likely to carry a price well above Rs 70,000.  Of course, the Premium model has got some s...
Samsung Z3 to offer AMOLED display, 1 GB RAM at Rs 8,490 India price The upcoming Samsung Z3, the Korean giant's second phone based on the Tizen operating system, will offer decent mid-range specifications at a jaw-dropping price of just Rs 8,490.  The price makes the Z3 the cheapest phone with an AMOLED display. However, the downside to the model is the Spreadtrum SC7730S chipset, which doesn't have 4G.  The highligh...
Can powerful Samsung Galaxy A9, priced Rs 31k, beat OnePlus Two, Sony Xperia M5 in India? Samsung has got it largely right with its metallic and affordable A series phones in India, with the Galaxy A7 and A8 doing brisk business in the country.  With Samung Galaxy A9, the Korean giant is moving a step forward in terms of power, while still...
Lenovo K3 Note Reviews say good display, not so great camera, SAR levels; Phicomm price cut Today's Lenovo K3 Note sale, which should involve another 50,000 or so units, is half over, with all black models being sold out within seconds of the sale starting at 12 pm. Another bunch of Notes will be sold at 3 pm today, all with white backs.  UPDATE: Meizu has launched its M2 Note, with better specifications and looks compared to the K3 Note, in ...
HTC One A9, priced Rs 29k, to take on Sony Xperia M5, OnePlus Two in India HTC One A9, competitor to Sony Xperia M5 and Samsung A5 and OnePlus Two, will be launched in India in 2-3 weeks at a price of around Rs 29,000, according to distributors.  The 5-inch Xperia M5 is Sony's 'affordable flagship' and is available at Rs 32,000 on eBay with bill and warranty, while the OnePlus Two is ""selling"" for Rs 23,000.  The One A9 will ha...
HTC to launch new sub-20k phone to take on Moto X Play in India HTC fans are a disappointed lot these days. After a flurry of launches 6 months ago, the Taiwanese major has more or less gone silent as far as the mid-range market in India is concerned, leaving the market to models like Moto X Play and OnePlus Two.  The only exception was the HTC One E9s, a stripped-down version of the flagship One series phone launched ...
Elephone P8000, cheapest phone in India with fingerprint sensor, priced at Rs 15k on Snapdeal    The Elephone P8000 is now available on Snapdeal.com at a price of Rs 14,990. The phone is being sold by Indian distributor Auxus without the Elephone branding.  The P8000 holds several distinctions. It is the cheapest phone with a fingerprint sensor and, at 4.2 Ah, has one of the biggest batteries on any smartphone in India.  For a prce of ...
Samsung to launch Android flip-phone G9198 in India for under Rs 50k? Samsung is considering launching the G9198 flip-phone in India at a sticker price of around Rs 50,000, according to distributor sources. That would imply a market operating price of around Rs 45,000 for the device.  The G9198, with a clamshell design, was unveiled earlier this month (Sep 2015) in the Chinese market and has already won the hearts of man...
Give Your Review
"
